genome_region,host,country,isolation,collection_date,strain
NP,NA,Sierra Leone,NA,2014/12/29,zaire
vp35,NA,Sierra Leone,NA,2014/12/29,zaire
vp40,NA,Sierra Leone,NA,2014/12/29,zaire
GP-Spike,NA,Sierra Leone,NA,2014/12/29,zaire
GP-Small,NA,Sierra Leone,NA,2014/12/29,zaire
GP-Second,NA,Sierra Leone,NA,2014/12/29,zaire
vp30,NA,Sierra Leone,NA,2014/12/29,zaire
vp24,NA,Sierra Leone,NA,2014/12/29,zaire
L,NA,Sierra Leone,NA,2014/12/29,zaire
NP,NA,Sierra Leone,NA,2014/12/29,zaire
vp35,NA,Sierra Leone,NA,2014/12/29,zaire
vp40,NA,Sierra Leone,NA,2014/12/29,zaire
GP-Spike,NA,Sierra Leone,NA,2014/12/29,zaire
GP-Small,NA,Sierra Leone,NA,2014/12/29,zaire
GP-Second,NA,Sierra Leone,NA,2014/12/29,zaire
vp30,NA,Sierra Leone,NA,2014/12/29,zaire
vp24,NA,Sierra Leone,NA,2014/12/29,zaire
L,NA,Sierra Leone,NA,2014/12/29,zaire
NP,NA,Sierra Leone,NA,2014/12/28,zaire
vp35,NA,Sierra Leone,NA,2014/12/28,zaire
vp40,NA,Sierra Leone,NA,2014/12/28,zaire
GP-Spike,NA,Sierra Leone,NA,2014/12/28,zaire
GP-Small,NA,Sierra Leone,NA,2014/12/28,zaire
GP-Second,NA,Sierra Leone,NA,2014/12/28,zaire
vp30,NA,Sierra Leone,NA,2014/12/28,zaire
vp24,NA,Sierra Leone,NA,2014/12/28,zaire
L,NA,Sierra Leone,NA,2014/12/28,zaire
NP,NA,Sierra Leone,NA,2014/12/30,zaire
vp35,NA,Sierra Leone,NA,2014/12/30,zaire
vp40,NA,Sierra Leone,NA,2014/12/30,zaire
GP-Spike,NA,Sierra Leone,NA,2014/12/30,zaire
GP-Small,NA,Sierra Leone,NA,2014/12/30,zaire
GP-Second,NA,Sierra Leone,NA,2014/12/30,zaire
vp30,NA,Sierra Leone,NA,2014/12/30,zaire
vp24,NA,Sierra Leone,NA,2014/12/30,zaire
L,NA,Sierra Leone,NA,2014/12/30,zaire
NP,NA,Sierra Leone,NA,2015/01/01,zaire
vp35,NA,Sierra Leone,NA,2015/01/01,zaire
vp40,NA,Sierra Leone,NA,2015/01/01,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/01,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/01,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/01,zaire
vp30,NA,Sierra Leone,NA,2015/01/01,zaire
vp24,NA,Sierra Leone,NA,2015/01/01,zaire
L,NA,Sierra Leone,NA,2015/01/01,zaire
NP,NA,Sierra Leone,NA,2015/01/03,zaire
vp35,NA,Sierra Leone,NA,2015/01/03,zaire
vp40,NA,Sierra Leone,NA,2015/01/03,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/03,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/03,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/03,zaire
vp30,NA,Sierra Leone,NA,2015/01/03,zaire
vp24,NA,Sierra Leone,NA,2015/01/03,zaire
L,NA,Sierra Leone,NA,2015/01/03,zaire
NP,NA,Sierra Leone,NA,2015/01/07,zaire
vp35,NA,Sierra Leone,NA,2015/01/07,zaire
vp40,NA,Sierra Leone,NA,2015/01/07,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/07,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/07,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/07,zaire
vp30,NA,Sierra Leone,NA,2015/01/07,zaire
vp24,NA,Sierra Leone,NA,2015/01/07,zaire
L,NA,Sierra Leone,NA,2015/01/07,zaire
NP,NA,Sierra Leone,NA,2015/01/08,zaire
vp35,NA,Sierra Leone,NA,2015/01/08,zaire
vp40,NA,Sierra Leone,NA,2015/01/08,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/08,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/08,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/08,zaire
vp30,NA,Sierra Leone,NA,2015/01/08,zaire
vp24,NA,Sierra Leone,NA,2015/01/08,zaire
L,NA,Sierra Leone,NA,2015/01/08,zaire
NP,NA,Sierra Leone,NA,2015/01/09,zaire
vp35,NA,Sierra Leone,NA,2015/01/09,zaire
vp40,NA,Sierra Leone,NA,2015/01/09,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/09,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/09,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/09,zaire
vp30,NA,Sierra Leone,NA,2015/01/09,zaire
vp24,NA,Sierra Leone,NA,2015/01/09,zaire
L,NA,Sierra Leone,NA,2015/01/09,zaire
NP,NA,Sierra Leone,NA,2015/01/17,zaire
vp35,NA,Sierra Leone,NA,2015/01/17,zaire
vp40,NA,Sierra Leone,NA,2015/01/17,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/17,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/17,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/17,zaire
vp30,NA,Sierra Leone,NA,2015/01/17,zaire
vp24,NA,Sierra Leone,NA,2015/01/17,zaire
L,NA,Sierra Leone,NA,2015/01/17,zaire
NP,NA,Sierra Leone,NA,2015/01/20,zaire
vp35,NA,Sierra Leone,NA,2015/01/20,zaire
vp40,NA,Sierra Leone,NA,2015/01/20,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/20,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/20,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/20,zaire
vp30,NA,Sierra Leone,NA,2015/01/20,zaire
vp24,NA,Sierra Leone,NA,2015/01/20,zaire
L,NA,Sierra Leone,NA,2015/01/20,zaire
NP,NA,Sierra Leone,NA,2015/01/21,zaire
vp35,NA,Sierra Leone,NA,2015/01/21,zaire
vp40,NA,Sierra Leone,NA,2015/01/21,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/21,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/21,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/21,zaire
vp30,NA,Sierra Leone,NA,2015/01/21,zaire
vp24,NA,Sierra Leone,NA,2015/01/21,zaire
L,NA,Sierra Leone,NA,2015/01/21,zaire
NP,NA,Sierra Leone,NA,2015/01/23,zaire
vp35,NA,Sierra Leone,NA,2015/01/23,zaire
vp40,NA,Sierra Leone,NA,2015/01/23,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/23,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/23,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/23,zaire
vp30,NA,Sierra Leone,NA,2015/01/23,zaire
vp24,NA,Sierra Leone,NA,2015/01/23,zaire
L,NA,Sierra Leone,NA,2015/01/23,zaire
NP,NA,Sierra Leone,NA,2015/01/24,zaire
vp35,NA,Sierra Leone,NA,2015/01/24,zaire
vp40,NA,Sierra Leone,NA,2015/01/24,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/24,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/24,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/24,zaire
vp30,NA,Sierra Leone,NA,2015/01/24,zaire
vp24,NA,Sierra Leone,NA,2015/01/24,zaire
L,NA,Sierra Leone,NA,2015/01/24,zaire
NP,NA,Sierra Leone,NA,2015/01/26,zaire
vp35,NA,Sierra Leone,NA,2015/01/26,zaire
vp40,NA,Sierra Leone,NA,2015/01/26,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/26,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/26,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/26,zaire
vp30,NA,Sierra Leone,NA,2015/01/26,zaire
vp24,NA,Sierra Leone,NA,2015/01/26,zaire
L,NA,Sierra Leone,NA,2015/01/26,zaire
NP,NA,Sierra Leone,NA,2015/01/27,zaire
vp35,NA,Sierra Leone,NA,2015/01/27,zaire
vp40,NA,Sierra Leone,NA,2015/01/27,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/27,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/27,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/27,zaire
vp30,NA,Sierra Leone,NA,2015/01/27,zaire
NP,NA,Sierra Leone,NA,2015/01/28,zaire
vp35,NA,Sierra Leone,NA,2015/01/28,zaire
vp40,NA,Sierra Leone,NA,2015/01/28,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/28,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/28,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/28,zaire
vp30,NA,Sierra Leone,NA,2015/01/28,zaire
vp24,NA,Sierra Leone,NA,2015/01/28,zaire
L,NA,Sierra Leone,NA,2015/01/28,zaire
NP,NA,Sierra Leone,NA,2015/01/29,zaire
vp35,NA,Sierra Leone,NA,2015/01/29,zaire
vp40,NA,Sierra Leone,NA,2015/01/29,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/29,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/29,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/29,zaire
vp30,NA,Sierra Leone,NA,2015/01/29,zaire
vp24,NA,Sierra Leone,NA,2015/01/29,zaire
L,NA,Sierra Leone,NA,2015/01/29,zaire
NP,NA,Sierra Leone,NA,2015/01/30,zaire
vp35,NA,Sierra Leone,NA,2015/01/30,zaire
vp40,NA,Sierra Leone,NA,2015/01/30,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/30,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/30,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/30,zaire
vp30,NA,Sierra Leone,NA,2015/01/30,zaire
vp24,NA,Sierra Leone,NA,2015/01/30,zaire
L,NA,Sierra Leone,NA,2015/01/30,zaire
NP,NA,Sierra Leone,NA,2015/01/29,zaire
vp35,NA,Sierra Leone,NA,2015/01/29,zaire
vp40,NA,Sierra Leone,NA,2015/01/29,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/29,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/29,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/29,zaire
vp30,NA,Sierra Leone,NA,2015/01/29,zaire
vp24,NA,Sierra Leone,NA,2015/01/29,zaire
L,NA,Sierra Leone,NA,2015/01/29,zaire
NP,NA,Sierra Leone,NA,2015/01/29,zaire
vp35,NA,Sierra Leone,NA,2015/01/29,zaire
vp40,NA,Sierra Leone,NA,2015/01/29,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/29,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/29,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/29,zaire
vp30,NA,Sierra Leone,NA,2015/01/29,zaire
vp24,NA,Sierra Leone,NA,2015/01/29,zaire
L,NA,Sierra Leone,NA,2015/01/29,zaire
NP,NA,Sierra Leone,NA,2015/01/30,zaire
vp35,NA,Sierra Leone,NA,2015/01/30,zaire
vp40,NA,Sierra Leone,NA,2015/01/30,zaire
GP-Spike,NA,Sierra Leone,NA,2015/01/30,zaire
GP-Small,NA,Sierra Leone,NA,2015/01/30,zaire
GP-Second,NA,Sierra Leone,NA,2015/01/30,zaire
vp30,NA,Sierra Leone,NA,2015/01/30,zaire
vp24,NA,Sierra Leone,NA,2015/01/30,zaire
L,NA,Sierra Leone,NA,2015/01/30,zaire
NP,NA,Sierra Leone,NA,2015/02/07,zaire
vp35,NA,Sierra Leone,NA,2015/02/07,zaire
vp40,NA,Sierra Leone,NA,2015/02/07,zaire
GP-Spike,NA,Sierra Leone,NA,2015/02/07,zaire
GP-Small,NA,Sierra Leone,NA,2015/02/07,zaire
GP-Second,NA,Sierra Leone,NA,2015/02/07,zaire
vp30,NA,Sierra Leone,NA,2015/02/07,zaire
vp24,NA,Sierra Leone,NA,2015/02/07,zaire
L,NA,Sierra Leone,NA,2015/02/07,zaire
NP,NA,Sierra Leone,NA,2015/02/10,zaire
vp35,NA,Sierra Leone,NA,2015/02/10,zaire
vp40,NA,Sierra Leone,NA,2015/02/10,zaire
GP-Spike,NA,Sierra Leone,NA,2015/02/10,zaire
GP-Small,NA,Sierra Leone,NA,2015/02/10,zaire
GP-Second,NA,Sierra Leone,NA,2015/02/10,zaire
vp30,NA,Sierra Leone,NA,2015/02/10,zaire
vp24,NA,Sierra Leone,NA,2015/02/10,zaire
L,NA,Sierra Leone,NA,2015/02/10,zaire
NP,NA,Sierra Leone,NA,2015/02/11,zaire
vp35,NA,Sierra Leone,NA,2015/02/11,zaire
vp40,NA,Sierra Leone,NA,2015/02/11,zaire
GP-Spike,NA,Sierra Leone,NA,2015/02/11,zaire
GP-Small,NA,Sierra Leone,NA,2015/02/11,zaire
GP-Second,NA,Sierra Leone,NA,2015/02/11,zaire
vp30,NA,Sierra Leone,NA,2015/02/11,zaire
vp24,NA,Sierra Leone,NA,2015/02/11,zaire
L,NA,Sierra Leone,NA,2015/02/11,zaire
NP,NA,Sierra Leone,NA,2015/02/11,zaire
vp35,NA,Sierra Leone,NA,2015/02/11,zaire
vp40,NA,Sierra Leone,NA,2015/02/11,zaire
GP-Spike,NA,Sierra Leone,NA,2015/02/11,zaire
GP-Small,NA,Sierra Leone,NA,2015/02/11,zaire
GP-Second,NA,Sierra Leone,NA,2015/02/11,zaire
vp30,NA,Sierra Leone,NA,2015/02/11,zaire
vp24,NA,Sierra Leone,NA,2015/02/11,zaire
L,NA,Sierra Leone,NA,2015/02/11,zaire
vp40,NA,Sierra Leone,NA,2015/02/13,zaire
GP-Spike,NA,Sierra Leone,NA,2015/02/13,zaire
GP-Small,NA,Sierra Leone,NA,2015/02/13,zaire
GP-Second,NA,Sierra Leone,NA,2015/02/13,zaire
vp30,NA,Sierra Leone,NA,2015/02/13,zaire
vp24,NA,Sierra Leone,NA,2015/02/13,zaire
L,NA,Sierra Leone,NA,2015/02/13,zaire
NP,NA,Sierra Leone,NA,2015/02/13,zaire
vp35,NA,Sierra Leone,NA,2015/02/13,zaire
vp40,NA,Sierra Leone,NA,2015/02/13,zaire
GP-Spike,NA,Sierra Leone,NA,2015/02/13,zaire
GP-Small,NA,Sierra Leone,NA,2015/02/13,zaire
GP-Second,NA,Sierra Leone,NA,2015/02/13,zaire
vp30,NA,Sierra Leone,NA,2015/02/13,zaire
vp24,NA,Sierra Leone,NA,2015/02/13,zaire
L,NA,Sierra Leone,NA,2015/02/13,zaire
NP,NA,Sierra Leone,NA,2015/02/13,zaire
vp35,NA,Sierra Leone,NA,2015/02/13,zaire
vp40,NA,Sierra Leone,NA,2015/02/13,zaire
GP-Spike,NA,Sierra Leone,NA,2015/02/13,zaire
GP-Small,NA,Sierra Leone,NA,2015/02/13,zaire
GP-Second,NA,Sierra Leone,NA,2015/02/13,zaire
vp30,NA,Sierra Leone,NA,2015/02/13,zaire
vp24,NA,Sierra Leone,NA,2015/02/13,zaire
L,NA,Sierra Leone,NA,2015/02/13,zaire
NP,NA,Sierra Leone,NA,2015/02/14,zaire
vp35,NA,Sierra Leone,NA,2015/02/14,zaire
vp40,NA,Sierra Leone,NA,2015/02/14,zaire
GP-Spike,NA,Sierra Leone,NA,2015/02/14,zaire
GP-Small,NA,Sierra Leone,NA,2015/02/14,zaire
GP-Second,NA,Sierra Leone,NA,2015/02/14,zaire
vp30,NA,Sierra Leone,NA,2015/02/14,zaire
vp24,NA,Sierra Leone,NA,2015/02/14,zaire
L,NA,Sierra Leone,NA,2015/02/14,zaire
NP,NA,Sierra Leone,NA,2015/02/26,zaire
vp35,NA,Sierra Leone,NA,2015/02/26,zaire
vp40,NA,Sierra Leone,NA,2015/02/26,zaire
GP-Spike,NA,Sierra Leone,NA,2015/02/26,zaire
GP-Small,NA,Sierra Leone,NA,2015/02/26,zaire
GP-Second,NA,Sierra Leone,NA,2015/02/26,zaire
vp30,NA,Sierra Leone,NA,2015/02/26,zaire
vp24,NA,Sierra Leone,NA,2015/02/26,zaire
L,NA,Sierra Leone,NA,2015/02/26,zaire
NP,NA,Sierra Leone,NA,2015/03/06,zaire
vp35,NA,Sierra Leone,NA,2015/03/06,zaire
vp40,NA,Sierra Leone,NA,2015/03/06,zaire
GP-Spike,NA,Sierra Leone,NA,2015/03/06,zaire
GP-Small,NA,Sierra Leone,NA,2015/03/06,zaire
GP-Second,NA,Sierra Leone,NA,2015/03/06,zaire
vp30,NA,Sierra Leone,NA,2015/03/06,zaire
vp24,NA,Sierra Leone,NA,2015/03/06,zaire
L,NA,Sierra Leone,NA,2015/03/06,zaire
NP,NA,Sierra Leone,NA,2015/03/07,zaire
vp35,NA,Sierra Leone,NA,2015/03/07,zaire
vp40,NA,Sierra Leone,NA,2015/03/07,zaire
GP-Spike,NA,Sierra Leone,NA,2015/03/07,zaire
GP-Small,NA,Sierra Leone,NA,2015/03/07,zaire
GP-Second,NA,Sierra Leone,NA,2015/03/07,zaire
vp30,NA,Sierra Leone,NA,2015/03/07,zaire
vp24,NA,Sierra Leone,NA,2015/03/07,zaire
L,NA,Sierra Leone,NA,2015/03/07,zaire
NA,NA,NA,NA,NA,zaire
L,NA,NA,NA,NA,zaire
GP-Spike,NA,NA,NA,1976,zaire
GP-Small,NA,NA,NA,1976,zaire
GP-Spike,NA,NA,NA,NA,zaire
GP-Small,NA,NA,NA,NA,zaire
vp40,NA,Gabon,NA,NA,zaire
NP,NA,NA,NA,1995,zaire
NP,NA,NA,NA,NA,zaire
NP,NA,Gabon,NA,NA,zaire
vp40,NA,Democratic Republic of the Congo,NA,1976,zaire
GP-Spike,NA,Democratic Republic of the Congo,NA,1976,zaire
vp30,NA,Democratic Republic of the Congo,NA,1976,zaire
L,NA,Democratic Republic of the Congo,NA,1976,zaire
NP,NA,Democratic Republic of the Congo,NA,1976,zaire
vp35,NA,Democratic Republic of the Congo,NA,1976,zaire
vp24,NA,Democratic Republic of the Congo,NA,1976,zaire
GP-Spike,NA,Gabon,NA,NA,zaire
vp24,NA,Gabon,NA,NA,zaire
GP-Spike,NA,Gabon,NA,NA,zaire
GP-Small,NA,Gabon,NA,NA,zaire
NP,NA,Democratic Republic of the Congo,NA,1976,zaire
vp35,NA,Democratic Republic of the Congo,NA,1976,zaire
vp40,NA,Democratic Republic of the Congo,NA,1976,zaire
GP-Spike,NA,Democratic Republic of the Congo,NA,1976,zaire
GP-Small,NA,Democratic Republic of the Congo,NA,1976,zaire
vp30,NA,Democratic Republic of the Congo,NA,1976,zaire
vp24,NA,Democratic Republic of the Congo,NA,1976,zaire
L,NA,Democratic Republic of the Congo,NA,1976,zaire
GP-Small,NA,NA,NA,NA,zaire
GP-Spike,NA,NA,NA,NA,zaire
GP-Spike,NA,NA,NA,NA,zaire
GP-Small,NA,NA,NA,NA,zaire
L,NA,Gabon,blood,NA,zaire
NP,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp35,NA,NA,NA,NA,zaire
vp40,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
GP-Small,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp30,NA,NA,NA,NA,zaire
vp24,NA,NA,NA,NA,zaire
L,NA,NA,NA,NA,zaire
NP,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp35,NA,NA,NA,NA,zaire
vp40,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp30,NA,NA,NA,NA,zaire
vp24,NA,NA,NA,NA,zaire
L,NA,NA,NA,NA,zaire
NP,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp35,NA,NA,NA,NA,zaire
vp40,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp30,NA,NA,NA,NA,zaire
vp24,NA,NA,NA,NA,zaire
L,NA,NA,NA,NA,zaire
NP,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp35,NA,NA,NA,NA,zaire
vp40,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp30,NA,NA,NA,NA,zaire
vp24,NA,NA,NA,NA,zaire
L,NA,NA,NA,NA,zaire
NP,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp35,NA,NA,NA,NA,zaire
vp40,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp30,NA,NA,NA,NA,zaire
vp24,NA,NA,NA,NA,zaire
L,NA,NA,NA,NA,zaire
NP,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp35,NA,NA,NA,NA,zaire
vp40,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
NA,NA,NA,NA,NA,zaire
vp30,NA,NA,NA,NA,zaire
vp24,NA,NA,NA,NA,zaire
L,NA,NA,NA,NA,zaire
NP,NA,NA,NA,NA,zaire
vp35,NA,NA,NA,NA,zaire
vp40,NA,NA,NA,NA,zaire
GP-Spike,NA,NA,NA,NA,zaire
GP-Small,NA,NA,NA,NA,zaire
GP-Second,NA,NA,NA,NA,zaire
vp30,NA,NA,NA,NA,zaire
vp24,NA,NA,NA,NA,zaire
L,NA,NA,NA,NA,zaire
NP,NA,NA,plant seed,NA,zaire
vp35,NA,NA,plant seed,NA,zaire
vp40,NA,NA,plant seed,NA,zaire
GP-Spike,NA,NA,plant seed,NA,zaire
GP-Small,NA,NA,plant seed,NA,zaire
GP-Second,NA,NA,plant seed,NA,zaire
vp30,NA,NA,plant seed,NA,zaire
vp24,NA,NA,plant seed,NA,zaire
L,NA,NA,plant seed,NA,zaire
L,NA,Gabon,NA,NA,zaire
L,NA,Gabon,NA,NA,zaire
L,NA,Gabon,NA,NA,zaire
vp24,NA,Gabon,NA,NA,zaire
NP,NA,Democratic Republic of the Congo,NA,1995/05/04,zaire
vp35,NA,Democratic Republic of the Congo,NA,1995/05/04,zaire
vp40,NA,Democratic Republic of the Congo,NA,1995/05/04,zaire
GP-Spike,NA,Democratic Republic of the Congo,NA,1995/05/04,zaire
GP-Small,NA,Democratic Republic of the Congo,NA,1995/05/04,zaire
GP-Second,NA,Democratic Republic of the Congo,NA,1995/05/04,zaire
vp30,NA,Democratic Republic of the Congo,NA,1995/05/04,zaire
vp24,NA,Democratic Republic of the Congo,NA,1995/05/04,zaire
L,NA,Democratic Republic of the Congo,NA,1995/05/04,zaire
NP,NA,NA,NA,1995,zaire
vp35,NA,NA,NA,1995,zaire
vp40,NA,NA,NA,1995,zaire
GP-Spike,NA,NA,NA,1995,zaire
GP-Small,NA,NA,NA,1995,zaire
GP-Second,NA,NA,NA,1995,zaire
vp30,NA,NA,NA,1995,zaire
vp24,NA,NA,NA,1995,zaire
L,NA,NA,NA,1995,zaire
L,Chiroptera,Gabon,abdominal cavity,NA,zaire
L,Chiroptera,Gabon,abdominal cavity,NA,zaire
L,Chiroptera,Gabon,abdominal cavity,NA,zaire
L,Chiroptera,Gabon,abdominal cavity,NA,zaire
L,Chiroptera,Gabon,abdominal cavity,NA,zaire
L,Chiroptera,Gabon,abdominal cavity,NA,zaire
GP-Spike,Pan troglodytes,Gabon,blood,2003/02,zaire
GP-Spike,Gorilla,Gabon,NA,2001/11,zaire
GP-Spike,Gorilla,Gabon,NA,2003/06,zaire
NP,Gorilla,Gabon,NA,2002/12,zaire
GP-Spike,Gorilla,Gabon,NA,2002/12,zaire
GP-Spike,Gorilla,Gabon,NA,2005/06,zaire
GP-Spike,Gorilla,Gabon,NA,2002/12,zaire
NP,Gorilla,Gabon,NA,2005/06,zaire
GP-Spike,Gorilla,Gabon,NA,2005/06,zaire
NP,Homo sapiens,Guinea,oronasopharynx,2015/02,zaire
vp35,Homo sapiens,Guinea,oronasopharynx,2015/02,zaire
vp40,Homo sapiens,Guinea,oronasopharynx,2015/02,zaire
GP-Spike,Homo sapiens,Guinea,oronasopharynx,2015/02,zaire
GP-Small,Homo sapiens,Guinea,oronasopharynx,2015/02,zaire
GP-Second,Homo sapiens,Guinea,oronasopharynx,2015/02,zaire
vp30,Homo sapiens,Guinea,oronasopharynx,2015/02,zaire
vp24,Homo sapiens,Guinea,oronasopharynx,2015/02,zaire
L,Homo sapiens,Guinea,oronasopharynx,2015/02,zaire
NP,Homo sapiens,Liberia,oronasopharynx,2015/06/29,zaire
vp35,Homo sapiens,Liberia,oronasopharynx,2015/06/29,zaire
vp40,Homo sapiens,Liberia,oronasopharynx,2015/06/29,zaire
GP-Spike,Homo sapiens,Liberia,oronasopharynx,2015/06/29,zaire
GP-Small,Homo sapiens,Liberia,oronasopharynx,2015/06/29,zaire
GP-Second,Homo sapiens,Liberia,oronasopharynx,2015/06/29,zaire
vp30,Homo sapiens,Liberia,oronasopharynx,2015/06/29,zaire
vp24,Homo sapiens,Liberia,oronasopharynx,2015/06/29,zaire
L,Homo sapiens,Liberia,oronasopharynx,2015/06/29,zaire
NP,Homo sapiens,Liberia,oronasopharynx,2016/04/01,zaire
vp35,Homo sapiens,Liberia,oronasopharynx,2016/04/01,zaire
vp40,Homo sapiens,Liberia,oronasopharynx,2016/04/01,zaire
GP-Spike,Homo sapiens,Liberia,oronasopharynx,2016/04/01,zaire
GP-Small,Homo sapiens,Liberia,oronasopharynx,2016/04/01,zaire
GP-Second,Homo sapiens,Liberia,oronasopharynx,2016/04/01,zaire
vp30,Homo sapiens,Liberia,oronasopharynx,2016/04/01,zaire
vp24,Homo sapiens,Liberia,oronasopharynx,2016/04/01,zaire
L,Homo sapiens,Liberia,oronasopharynx,2016/04/01,zaire
NP,Homo sapiens,Sierra Leone,blood,2015/02/19,zaire
vp35,Homo sapiens,Sierra Leone,blood,2015/02/19,zaire
vp40,Homo sapiens,Sierra Leone,blood,2015/02/19,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2015/02/19,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2015/02/19,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2015/02/19,zaire
vp30,Homo sapiens,Sierra Leone,blood,2015/02/19,zaire
vp24,Homo sapiens,Sierra Leone,blood,2015/02/19,zaire
L,Homo sapiens,Sierra Leone,blood,2015/02/19,zaire
L,Homo sapiens,Democratic Republic of the Congo,blood,2014,zaire
NP,Homo sapiens,Democratic Republic of the Congo,blood,2014,zaire
vp35,Homo sapiens,Democratic Republic of the Congo,blood,2014,zaire
vp40,Homo sapiens,Democratic Republic of the Congo,blood,2014,zaire
vp30,Homo sapiens,Democratic Republic of the Congo,blood,2014,zaire
vp24,Homo sapiens,Democratic Republic of the Congo,blood,2014,zaire
GP-Small,Homo sapiens,Democratic Republic of the Congo,blood,2014,zaire
GP-Spike,Homo sapiens,Democratic Republic of the Congo,blood,2014,zaire
GP-Second,Homo sapiens,Democratic Republic of the Congo,blood,2014,zaire
L,Homo sapiens,Democratic Republic of the Congo,blood,2014/08/22,zaire
L,Homo sapiens,Democratic Republic of the Congo,blood,2014/08/22,zaire
L,Homo sapiens,Nigeria,blood,2014/07/22,zaire
NP,Homo sapiens,Democratic Republic of the Congo,blood,1976,zaire
vp35,Homo sapiens,Democratic Republic of the Congo,blood,1976,zaire
vp40,Homo sapiens,Democratic Republic of the Congo,blood,1976,zaire
GP-Spike,Homo sapiens,Democratic Republic of the Congo,blood,1976,zaire
GP-Small,Homo sapiens,Democratic Republic of the Congo,blood,1976,zaire
GP-Second,Homo sapiens,Democratic Republic of the Congo,blood,1976,zaire
vp30,Homo sapiens,Democratic Republic of the Congo,blood,1976,zaire
vp24,Homo sapiens,Democratic Republic of the Congo,blood,1976,zaire
L,Homo sapiens,Democratic Republic of the Congo,blood,1976,zaire
NP,Homo sapiens,Democratic Republic of the Congo,blood,1995,zaire
